
# ====================================
read_data       Output/data.2T-SiC_Modelled
Reading data file ...
  orthogonal box = (0 0 0) to (87.2 87.2 87.2)
  1 by 2 by 2 MPI processor grid
  reading atoms ...
  64000 atoms
  reading velocities ...
  64000 velocities
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.004 seconds
  read_data CPU = 0.329 seconds
group           Center type 1 2
41089 atoms in group Center
group           Perim  type 3 4
22911 atoms in group Perim
# ====================================
pair_style      gw/zbl
pair_coeff      * *  potential/SiC.gw.zbl   C  Si   C   Si    C
Reading gw/zbl potential file potential/SiC.gw.zbl with DATE: 2016-05-06

# -- OR ---
# pair_style      tersoff/zbl
# pair_coeff      * *  potential/SiC.tersoff.zbl   C  Si   C   Si    C

# ====================================
velocity        all create 300 5287287
thermo_style    custom step temp epair press ke atoms time
thermo          50
thermo_modify   lost warn

######################################
# DUMP

dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-${trial}.lammpstrj id type xs ys zs x y z vx vy vz
dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-1.lammpstrj id type xs ys zs x y z vx vy vz
# dump            DUMP2 all yaml   50 Output/dump-2T-SiC-GW-${trial}.yaml id type x y z vx vy vz
# dump_modify     DUMP2 time yes units yes thermo yes

# -------------------------------------
fix             N1 all    npt temp 300 300 0.1 iso 0 0 0.1
run             4000
Neighbor list info ...
  update every 10 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 5
  ghost atom cutoff = 5
  binsize = 2.5, bins = 35 35 35
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair gw/zbl, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 19.12 | 19.12 | 19.12 Mbytes
   Step          Temp          E_pair         Press          KinEng        Atoms         Time     
     46350   310.61635     -407471.38      1686.5506      2569.5799          64000   35.055125    
     46400   308.26888     -407452.72      1463.0561      2550.1605          64000   35.094443    
     46450   309.36257     -407462.22      1568.1698      2559.2081          64000   35.13058     
     46500   309.6992      -407466.25      1544.451       2561.9929          64000   35.166718    
     46550   309.86723     -407467.49      1568.9219      2563.3829          64000   35.201287    
     46600   307.46699     -407446.94      1452.6267      2543.5268          64000   35.235856    
     46650   310.05708     -407469.08      1610.548       2564.9534          64000   35.272898    
     46700   309.41957     -407465.31      1422.4399      2559.6796          64000   35.309941    
     46750   308.81982     -407461.59      1421.7865      2554.7181          64000   35.348649    
     46800   309.27616     -407466.12      1331.5116      2558.4932          64000   35.387357    
     46850   308.40592     -407460.83      1265.0163      2551.2942          64000   35.425032    
     46900   309.92376     -407475.92      1376.2636      2563.8505          64000   35.462707    
     46950   308.74751     -407468.33      1489.8682      2554.1199          64000   35.498355    
     47000   308.5503      -407468.07      1423.7895      2552.4886          64000   35.534003    
     47050   308.96652     -407470.45      1458.9636      2555.9317          64000   35.572192    
     47100   306.78854     -407452.74      1490.84        2537.9144          64000   35.61038     
     47150   309.02547     -407470.28      1469.4152      2556.4194          64000   35.641504    
     47200   306.49716     -407448.97      1464.785       2535.5039          64000   35.672627    
     47250   307.73337     -407459.62      1460.097       2545.7304          64000   35.707544    
     47300   308.62201     -407467.28      1318.6628      2553.0817          64000   35.742462    
     47350   310.66306     -407486.33      1488.5076      2569.9664          64000   35.779986    
     47400   308.7141      -407471.59      1334.0947      2553.8435          64000   35.81751     
     47450   309.35477     -407478.59      1405.0248      2559.1435          64000   35.856526    
     47500   309.00371     -407477.26      1337.4362      2556.2393          64000   35.895542    
     47550   307.25855     -407463         1389.8376      2541.8025          64000   35.935931    
     47600   308.11648     -407471.88      1433.5685      2548.8997          64000   35.97632     
     47650   308.54554     -407476.58      1451.8081      2552.4492          64000   36.015685    
     47700   308.96598     -407481.38      1561.5793      2555.9272          64000   36.05505     
     47750   306.88323     -407464.65      1492.3577      2538.6977          64000   36.087724    
     47800   308.21704     -407474.98      1558.2788      2549.7316          64000   36.120397    
     47850   307.96853     -407472.9       1631.7775      2547.6759          64000   36.152032    
     47900   307.20143     -407467.23      1628.0712      2541.33            64000   36.183667    
     47950   307.0733      -407465.65      1637.0062      2540.27            64000   36.221017    
     48000   306.64209     -407460.81      1528.4707      2536.7028          64000   36.258368    
     48050   307.5349      -407468.28      1539.0601      2544.0886          64000   36.297751    
     48100   309.86997     -407488.43      1615.1583      2563.4055          64000   36.337134    
     48150   308.62467     -407478.61      1479.4814      2553.1038          64000   36.375165    
     48200   309.56398     -407487.09      1498.6128      2560.8742          64000   36.413195    
     48250   309.19534     -407484.7       1465.1056      2557.8246          64000   36.452254    
     48300   309.32875     -407485.99      1533.122       2558.9282          64000   36.491312    
     48350   308.36395     -407476.81      1533.4722      2550.947           64000   36.529491    
     48400   307.70929     -407469.9       1354.8204      2545.5312          64000   36.56767     
     48450   307.72746     -407469.3       1180.7508      2545.6816          64000   36.601358    
     48500   308.00839     -407471.1       1191.3836      2548.0056          64000   36.635046    
     48550   307.94086     -407470.49      1181.552       2547.4469          64000   36.673087    
     48600   310.44457     -407491.79      1373.9563      2568.1589          64000   36.711128    
     48650   308.55081     -407477.19      1392.044       2552.4927          64000   36.750133    
     48700   309.60219     -407485.86      1585.6595      2561.1903          64000   36.789138    
     48750   307.93487     -407472.31      1425.7414      2547.3974          64000   36.825927    
     48800   308.20685     -407475.22      1643.5909      2549.6473          64000   36.862716    
     48850   308.84335     -407482.2       1550.9127      2554.9128          64000   36.894717    
     48900   308.7481      -407482.92      1618.9335      2554.1248          64000   36.926719    
     48950   309.44955     -407491.98      1703.7008      2559.9276          64000   36.958822    
     49000   308.33256     -407484.7       1555.9261      2550.6873          64000   36.990925    
     49050   307.8737      -407482.32      1427.1193      2546.8913          64000   37.026263    
     49100   308.89751     -407490.77      1545.4926      2555.3608          64000   37.061602    
     49150   306.86739     -407472.85      1483.2676      2538.5666          64000   37.09898     
     49200   308.08161     -407483.24      1617.6721      2548.6113          64000   37.136358    
     49250   307.35265     -407477.4       1446.8746      2542.5809          64000   37.175553    
     49300   307.51694     -407478.85      1317.448       2543.9401          64000   37.214749    
     49350   308.59368     -407487.62      1387.1125      2552.8474          64000   37.250792    
     49400   309.07862     -407492.64      1460.4261      2556.8591          64000   37.286836    
     49450   309.21501     -407495.05      1414.9044      2557.9874          64000   37.324467    
     49500   308.87811     -407493.44      1455.2612      2555.2003          64000   37.362099    
     49550   308.0438      -407488.55      1492.4034      2548.2985          64000   37.400406    
     49600   308.42675     -407492.82      1610.9889      2551.4665          64000   37.438712    
     49650   306.80702     -407479.92      1582.3988      2538.0672          64000   37.477682    
     49700   307.19184     -407481.74      1563.3944      2541.2506          64000   37.516652    
     49750   307.74133     -407487.35      1536.5227      2545.7963          64000   37.553739    
     49800   307.98067     -407487.43      1343.6864      2547.7762          64000   37.590825    
     49850   308.87141     -407496.02      1330.5539      2555.1449          64000   37.629825    
     49900   308.07961     -407488.57      1250.0832      2548.5947          64000   37.668825    
     49950   308.23799     -407490.49      1385.2196      2549.905           64000   37.70668     
     50000   306.59463     -407478.55      1386.3597      2536.3102          64000   37.744536    
Loop time of 3922.21 on 4 procs for 30000 steps with 64000 atoms

Performance: 0.499 ns/day, 48.096 hours/ns, 7.649 timesteps/s
98.1% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 3300.6     | 3326.3     | 3369.6     |  48.2 | 84.81
Bond    | 0.010489   | 0.011086   | 0.01215    |   0.6 |  0.00
Neigh   | 4.426      | 4.4636     | 4.4865     |   1.1 |  0.11
Comm    | 306.62     | 350.26     | 376.08     | 149.5 |  8.93
Output  | 203.36     | 203.45     | 203.7      |   1.0 |  5.19
Modify  | 27.784     | 27.874     | 27.969     |   1.3 |  0.71
Other   |            | 9.807      |            |       |  0.25

Nlocal:          16000 ave       16026 max       15970 min
Histogram: 1 0 0 0 0 2 0 0 0 1
Nghost:        10753.5 ave       10770 max       10741 min
Histogram: 1 0 0 1 1 0 0 0 0 1
Neighs:              0 ave           0 max           0 min
Histogram: 4 0 0 0 0 0 0 0 0 0
FullNghs:       735706 ave      737033 max      734096 min
Histogram: 1 0 0 0 0 1 1 0 0 1

Total # of neighbors = 2942826
Ave neighs/atom = 45.981656
Ave special neighs/atom = 0
Neighbor list builds = 82
Dangerous builds = 1
Total wall time: 1:45:28
